week,sentence,sentiment
1699,지육kg당 2천원대로 내려앉으며 12월 시세로는 사례를 찾아보기 힘든 가격이 형성되고 ,negative
1699,할인행사를 통해 돌파구를 찾겠다는 계획이다,neutral
1699,회복되지 못한 채 3천원대 진입 조차 힘,negative
1700,자체 관능검사가 이뤄지고 ,neutral
1700,돈이 경기침체와 시장전반에 걸친 돼지고기 소비감소 추세의 ‘무풍지대,negative
1700,이상 증가한 것으로 집,positive
1701,국내에 첫 발생한 지 100일이 지났다,neutral
1701,9월 17일 첫 발생 후 10월 9일까지 총 14 농가다,neutral
1701,질병으로 인식되면서 정부는 확산 방지를 위해 과도하고 ,neutral
1701,살처분했다,neutral
1701,그 결과 10월 9일 이후 사육 돼지에서 ASF가 발생하,neutral
1702,컨설팅 사업이 조합원농가의 수익증대로 직결되고 ,positive
1702,이동식 체중계를 활용한 출하 선별관리 컨설팅을 실시해 왔다,neutral
1702,규격돈 생산을 뒷받침함으로써 조합원농가의 상위등급 출현율을 최대한 높이려는 목적에서다,neutral
1702,농협중앙회가 실시한 컨설팅,neutral
1703,돈육 소비량이 지속 증가한 것으로 나타났다,neutral
1703,그러나 한돈보다 수입 돈육 소비량 증가분이 더 큰 것으로 나타나,neutral
1703,올해,neutral
1703,한돈 약세의 가장 큰 원인으로 분석되고 ,negative
1703,국내 돼지 수급 현황 및 전망 자료에 따르면 국내 연간 돈육 소비,neutral
1704,내년 한돈 출하물량이,neutral
1704,올해와 비슷할 전망이다,neutral
1704,감소한 1천760만,negative
1705,그칠 것으로 전망됐다,negative
1705,최근 양돈 현안에 대해 논의했다,neutral
1705,특히 이날 위원들이 내년도 돼지 값을 예측한 결과,neutral
1706,돼지 값이 50여일만에 다시 2천원대까지 떨어졌다,negative
1706,김장에 이어 연말 특수도 찾아보기 힘든 불황이 이어지고 ,negative
1706,지난주,neutral
1706,돼지 도매시장 평균 경락,neutral
1707,가축 질병 발생에 적극 대응키로 했다,neutral
1707,김현수 농림축산식품부 장관은 최근 신년사에서 금년 5대 주요 정책을 발표하고 ,neutral
1707,김 장관은 신년사에서 ,neutral
1708,동시에 경영 불안도 가중된 것으로 나타났다,negative
1708,품목 농가들과는 비교되는 축산농가의 두드러진 특징으로 분석됐다,neutral
1708,최근 농촌경제연구원이 분석한 2018년 농가경제 실태와 시,neutral
1709,최근 한돈 약세로 농가들의 모돈 사육 의향이 감소하면서 ,negative
1709,농촌경제연구원 농업관측본부가 최근 표본농가를 대상으,neutral
1710,법적 근거 마련에 제동이 걸린 정부가 수정안을 내놨다,negative
1710,개정안이 국회의원 입법발의 형태로 추진됐지만 ,neutral
1711,살처분 농가들의 신속한 재입식을 정부에 거듭 요구했다,neutral
1711,이중처벌 중단도 건의했다,negative
1711,박병홍 식품산업정책실장을 면담하는 자리에서 이같이 밝혔다,neutral
1711,입식이 지연되면서 선량한 농가들,negative
1712,양돈업계가 돼지고기 파격할인으로 경자년 새해를 시작했다,positive
1712,얼어붙은 돼지고기 시장 활성화를 위해,neutral
1713,확산의 한 원인으로 마피아조직이 지목되고 ,negative
1713,중국 남서부 원난성 경찰이 현지 마피아조직에 의해 타,negative
1714,한국농촌경제연구원이 전망하는 올 한해 돼지가격은 얼마나 될까,neutral
1714,사육의향 감소로 인해 올한해 돼지 평균 사육마릿수는 지난해 보다 적은 1천120만,neutral
1714,이에 돼지 도축마릿수도 지난해 보다 감소한 1천740만,neutral
1715,가축분뇨 처리행위가 매년 감소하고 ,negative
1715,한국환경공단은 최근 민간 컨설팅업체에 의뢰해 실시한 ,neutral
1715,이에 따르면 가축분,neutral
1716,재입식 시기도 결정될 듯시각도 제각각,neutral
1716,살처분농가 ,neutral
1716,발생으로 전 지역 예방적살처분이 이뤄진 경기북부 4개 지역의 재입식이 기약없이 지연되고 ,negative
1716,연천지역 양돈농가의 마지막 살처분이 이뤄진지 벌써 두달 가까이 지나며 한해도 넘긴 시점이지만 방역당국은 구체적인 일정조차 제시하지 못하고 ,negative
1716,양돈농가들의 불만이 극에 달하고 ,negative
1716,농가들과 협의하겠다,neutral
1716,현재까지도 이 약속은 지켜지지 않고 ,negative
1716,달 초 정부에 전달된 것으로 알려졌다,neutral
1716,기간이 경과된  정부의 최종 수정보완 작업도 마무리 됐을 것이라는 게 전반적인 시각,neutral
1717,2019년 9월 경기도 파주에서 아프리카돼지열병,negative
1718,만두에 육박하며 또 다시 사상 최대치를 경신했다,positive
1718,이후 최저수준에 머물렀다,neutral
1718,두로 잠정 집계됐다,neutral
1718,이전까지 최대치로 기록됐던 2,neutral
1719,연쇄효과는 국내 모든 산업의 평균치를 상회한다는 연구결과가 나왔다,positive
1719,지역주민들이 체감하는 효과는 이에 못미치는 것으로 지적됐다,negative
1719,농가의 지역경제 발전에 대한 효,neutral
1720,이후 6년만에 3천원대로 내려앉았다,neutral
1720,연속 사상 최고치를 경신했다,positive
1720,연속 사상 최고치를 기록했다,positive
1720,지난해에는 1월과 10,neutral
1721,가격이 올라도 평년 수준 이하에 머물 것으로 관측됐다,neutral
1721,올해 평균 돼지 값이 3천800~4천100원으로 19년(3천779원)보다 소폭 상승할 것으,neutral
1722,하태식 한돈협회장이 최근 신년사를 통해 ,positive
1722,하 회장은 신년사에서,neutral
1722,새해 새 마음 새 뜻으로 그간 농가들이 걸어온,neutral
1723,강원도 원주시 금돈 돼지문화원 장성훈 대표가 선정됐다고 ,neutral
1723,개인농장에서 시작해 전문종돈장과 유전자센터를 기반으로,positive
1724,성금 2천만원을 기탁했다,neutral
1724,농가의 위기극복에 관련업계의 동참이 계속 이어지고 ,neutral
1724,돈협회 사무실을 방문하고 ASF 성금 2천만원을 전달하는가 하면 17일에는 바이엘코리아,neutral
1725,거래될 것으로 전망했다,neutral
1725,"돼지가격이 올해보다 소폭 상승해 3,800원 ",neutral
1725,협의회장 김유용)는 지난 24일 서울 서초동 소재 제2축산회관 대회의실에서 2019년도 제2,neutral
1726,연속 대상 수상의 영예를 안았다고 7일 밝혔다,positive
1726,농림축산식품부가 주최하고 농협중앙회가 주관하는 2019년 축산물 브랜드 경진,neutral
1727,돼지고기 가격이 심상치 않다,negative
1727,15만원의 적자를 보고 ,negative
1727,등외제외) 경매가격은 kg당 3,neutral
1728,절실한 상황이다,negative
1728, 축산악취 저감을 위해 3년간 지속적인 지원을,positive
1729,유전자 진단키트 제조품목 허가를 취득했다,neutral
1729,현재 국내에서 발,neutral
1730,신축해 청정 축산환경을 조성할 계획이다.,positive
1730,이번에 새롭게 설치하는 상시 검점세척소독시,neutral
1731,"증액된 3,714억원으로 국회에서 최종 확정됐다고 ",neutral
1731,감안해 국회 심의과정에서 내년도 방역 예산을 대폭 증액한 것으로 주요사업으로는 예방약품과 방역장비 등을 지원하는 시도가축방역사업 963억 원,neutral
1732,김은집 현 사외이사를 재선출했다,neutral
1732,대전충남양계농협의 2020년 총 사,neutral
1733,아프리카돼지열병)가 검출됐다,negative
1733,개체의 멧돼지 폐사체에서 아프리카돼지열병 바이러스가 검출됐다고 ,negative
1733,화천군 화천읍 풍산리에서 발견된 폐사,negative
1734,국립순천대학교(총장 고영진)는 경북종돈 이정수 대표가 최근 1천만원 상당의 종돈을 모교인 순천대에 기탁,neutral
1734,대학에서 축산을 전공하는,neutral
1735,노력한 임직원들의 노고를 격려하고 ,positive
1735,시무식<왼쪽 사진>에서 제3회 다비기,neutral
1736,돈이 서울시 청소년들의 영양을 책임지게 됐다,neutral
1736,고등학교 축산물급식업체로 최종 선정됐다,neutral
1736,서류평가를 거쳐 ,neutral
1737,지난해 종돈수입량이 예년의 절반 수준에도 못미쳤다,negative
1737,한국종축개량협회에 따르면 지난해 미국산 169두,neutral
1738,혁신센터에 마침내 첫 입식이 이뤄졌다,neutral
1738,관심과 기대를 모으고 ,neutral
1738,다비육종으로부터 후보돈 60두를 분양받았다,neutral
1738,이들 종돈은 100kg 전후의 체중으로 다비육종 협력농장인 전남,neutral
1739,재입식 지연과 장기간의 이동제한으로 불만이 극에 달한 경기,negative
1739,연천 등 ASF 살처분 4개지역과 이동제한에 묶여있는 강원도 철원지역 ASF비상대책위원들은 지난 6일 파주연천축협에서 회의를 갖고 5개지역이 참여하는 총괄비대위원회,neutral
1740,양돈현장 높은 폐사율 호소,negative
1740,대표는 요즘 고민이 많다,negative
1740,후보돈의 다산성과 관련해 상반된 주문이 고객 양돈농가들로부터 이어지고 ,neutral
1740,이라며 당혹감을 감추지 못했다,negative
1740,고개국내 양돈현장에 다산성 후보돈을 둘러싼 논란이 또 다시 회자되고 ,negative
1740,생산비 측면에서도 불리할 수 있다는 점은 익히 알려진 사실,neutral
1740,회의론까지 고개를 들고 ,negative
1740,충남의 한 양돈농가는 ,neutral
1741,국내 양돈업계가 파격할인으로 새해를 맞이했다,positive
1741,가까이 목심(100g) 990원 이하,neutral
1742,도매시장 기능 활성화 실질적 대책 마련 시급,negative
1742,돼지 출하가 또 다시 감소했다,negative
1742,시장에서의 존재감이 줄었다는 의미로 도매시장 가격의 대표성 논란도 심화될 전망이다,negative
1742,도체등급판정두수로 추정한 국내 돼지 출하두수는 지난 2019년 총 1천781만2천764두,neutral
1743,양돈장에서 직수입한 종돈 마릿수가 전체 수입량의 40,neutral
1743,대비 절반 수준으로 급감한 가운데,negative
1744,이하 한돈자조금,neutral
1745,일관이제 결론 내려야,negative
1745,참고 견딜 수 있다,neutral
1745,희망이 없으면 자포자기 하거나,negative
1745,이준길 북부유전자 대표는 해당지역 농가들이 처한 현실을 이 한마디로 표현했다,neutral
1745,아무런 언급도 하지 않은 채 무작정 시간만 지나다보니 ASF 피해지역 양돈농가들,negative
1746,이후 국내 양돈장의 생산성은 어떻게 변했을까,neutral
1746,번식성적은 향상됐지만 출하성적은 오히려 떨어졌음을 뒷받침하는 통계가 나왔다,negative
1746,돈협회에 따르면 양돈전산프로그램인 ,neutral
1747,구제역 백신의 국산화 길이 열렸다,positive
1747,파로스백신은 자체 개발한 구제역 백신 ‘파로박스 구제역,neutral
1747,이 농림축산검역본부로부터 제조품목허가를 받았다고 ,neutral
1747,완제품을 수입하거나 완제품을 수입해 분병,neutral
1748,지역농가들의 한숨은 끊이지 않고 ,negative
1748,당장 생계문제에 직면해 있기 때문이다,negative
1748,당초 지난해 12월 초 농식품,neutral
1749,돈협회와 한국종돈생산자협회가 손을 잡았다,neutral
1749,회장 민동수)는 지난 9,neutral
1750,신규 런칭했다고 ,neutral
1750,멤스테그는 돼지 귀에 태그형 체온 센싱 스마트 디바이스를 부,neutral
1751,콩으로  인공 돼지고기와 소시지가 나왔다,neutral
1751,개막한 세계 최대 기술 전시회 ‘CES 2020’에서 콩으로,neutral
1752,시중에 방출한 것으로 알려졌다,neutral
1752,물가 안정 조치로 풀이된다,neutral
1752,현재 중국에서는 돼지고기 공급 1350만t이 부족한 상태로,negative
1753,고령축산물공판장을 방문했다,neutral
1753,김 대표는 이번 현장,neutral
1754,대응 체계를 점검했다,negative
1754,대응 상황 점검회의’를 열어 방역 상황을,neutral
1755,피해를 입은 농가에 생계안정자금을 지원할 수 있도록 하는 내용의 가축전염병 예방법 개정안을 의,positive
